Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Genomic Location (Transcript)	Genomic Sequence ID	Chromosome
LmxM.22.1490	LmxM.22.1490.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:603,503..604,591(+)	Serine-threonin protein phosphatase, putative	LmxM.22:603503..604591(+)	LmxM.22	22
LmxM.22.1510	LmxM.22.1510.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:609,494..610,993(+)	hypothetical protein, unknown function	LmxM.22:609494..610993(+)	LmxM.22	22
LmxM.22.1530	LmxM.22.1530.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:613,705..614,439(+)	dephospho-CoA kinase, putative	LmxM.22:613705..614439(+)	LmxM.22	22
LmxM.22.1540	LmxM.22.1540.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:615,127..618,015(+)	alanyl-tRNA synthetase, putative	LmxM.22:615127..618015(+)	LmxM.22	22
LmxM.22.1550	LmxM.22.1550.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:620,110..621,960(+)	hypothetical protein, conserved	LmxM.22:620110..621960(+)	LmxM.22	22
LmxM.22.1570	LmxM.22.1570.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:631,975..633,063(+)	hypothetical protein, conserved	LmxM.22:631975..633063(+)	LmxM.22	22
LmxM.22.1580	LmxM.22.1580.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:633,861..634,952(+)	exosome complex exonuclease RRP45 homolog, putative	LmxM.22:633861..634952(+)	LmxM.22	22
LmxM.22.1590	LmxM.22.1590.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:635,931..640,556(+)	hypothetical protein, conserved	LmxM.22:635931..640556(+)	LmxM.22	22
LmxM.22.1600	LmxM.22.1600.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:643,122..645,548(+)	ser/thr protein phosphatase, putative	LmxM.22:643122..645548(+)	LmxM.22	22
LmxM.22.1610	LmxM.22.1610.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:650,022..652,214(+)	hypothetical protein, conserved	LmxM.22:650022..652214(+)	LmxM.22	22
LmxM.22.1620	LmxM.22.1620.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:654,128..662,527(+)	Cilia and flagella associated protein 47, putative	LmxM.22:654128..662527(+)	LmxM.22	22
LmxM.22.1640	LmxM.22.1640.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:666,673..666,984(+)	hypothetical protein, conserved	LmxM.22:666673..666984(+)	LmxM.22	22
LmxM.22.1650	LmxM.22.1650.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:668,059..669,216(+)	CobW/HypB/UreG, nucleotide-binding domain containing protein, putative	LmxM.22:668059..669216(+)	LmxM.22	22
LmxM.22.1660	LmxM.22.1660.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:669,951..671,801(+)	hypothetical protein, conserved	LmxM.22:669951..671801(+)	LmxM.22	22
LmxM.22.1670	LmxM.22.1670.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:674,605..677,361(+)	hypothetical protein, conserved	LmxM.22:674605..677361(+)	LmxM.22	22
LmxM.22.1690a	LmxM.22.1690a.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_21:3..4,286(+)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_21:3..4286(+)	1036_mexFOS1_13k16.p1kpIBF_21	Not Assigned
LmxM.22.1690b	LmxM.22.1690b.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_70:2,241..3,215(+)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_70:2241..3215(+)	1036_mexFOS1_13k16.p1kpIBF_70	Not Assigned
LmxM.22.1690c	LmxM.22.1690c.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_104:1..1,962(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_104:1..1962(-)	1036_mexFOS1_13k16.p1kpIBF_104	Not Assigned
LmxM.22.1690partial	LmxM.22.1690partial.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_1:9,221..10,375(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_1:9221..10375(-)	1036_mexFOS1_13k16.p1kpIBF_1	Not Assigned
LmxM.23.0010	LmxM.23.0010.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:2,507..4,348(+)	hypothetical protein, conserved	LmxM.23:2507..4348(+)	LmxM.23	23
LmxM.23.0020	LmxM.23.0020.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:5,959..7,110(+)	hypothetical protein, conserved	LmxM.23:5959..7110(+)	LmxM.23	23
LmxM.23.0025	LmxM.23.0025.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:7,743..8,621(+)	hypothetical protein, conserved	LmxM.23:7743..8621(+)	LmxM.23	23
LmxM.23.0030	LmxM.23.0030.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:8,983..10,419(+)	Beta propeller protein 1	LmxM.23:8983..10419(+)	LmxM.23	23
LmxM.23.0040	LmxM.23.0040.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:11,178..11,858(+)	tryparedoxin peroxidase	LmxM.23:11178..11858(+)	LmxM.23	23
LmxM.23.0050	LmxM.23.0050.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:12,677..13,549(+)	peptidyl-prolyl cis-trans isomerase, putative	LmxM.23:12677..13549(+)	LmxM.23	23
LmxM.23.0060	LmxM.23.0060.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:14,128..14,655(+)	hypothetical protein, conserved	LmxM.23:14128..14655(+)	LmxM.23	23
LmxM.23.0070	LmxM.23.0070.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:15,158..16,156(+)	agmatinase-like protein	LmxM.23:15158..16156(+)	LmxM.23	23
LmxM.23.0080	LmxM.23.0080.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:16,742..18,001(+)	hypothetical protein, conserved	LmxM.23:16742..18001(+)	LmxM.23	23
LmxM.23.0100	LmxM.23.0100.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:21,408..22,190(+)	Putative methyltransferase, putative	LmxM.23:21408..22190(+)	LmxM.23	23
LmxM.23.0110	LmxM.23.0110.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:23,558..24,697(+)	mannose-1-phosphate guanyltransferase	LmxM.23:23558..24697(+)	LmxM.23	23
LmxM.23.0125	LmxM.23.0125.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:40,477..41,055(+)	cyclophilin type peptidyl-prolyl cis-trans isomerase, putative	LmxM.23:40477..41055(+)	LmxM.23	23
LmxM.23.0130	LmxM.23.0130.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:41,669..42,169(+)	vacuolar type h+ ATPase subunit, putative	LmxM.23:41669..42169(+)	LmxM.23	23
LmxM.23.0140	LmxM.23.0140.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:44,110..45,342(+)	Alpha/beta hydrolase family, putative	LmxM.23:44110..45342(+)	LmxM.23	23
LmxM.23.0150	LmxM.23.0150.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:48,623..49,723(+)	hypothetical protein, conserved	LmxM.23:48623..49723(+)	LmxM.23	23
LmxM.23.0160	LmxM.23.0160.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:50,430..52,010(+)	hypothetical protein, conserved	LmxM.23:50430..52010(+)	LmxM.23	23
LmxM.23.0170	LmxM.23.0170.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:52,838..53,521(+)	hypothetical protein, conserved	LmxM.23:52838..53521(+)	LmxM.23	23
LmxM.23.0180	LmxM.23.0180.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:54,167..55,054(+)	hypothetical protein, conserved	LmxM.23:54167..55054(+)	LmxM.23	23
LmxM.23.0190	LmxM.23.0190.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:58,700..59,077(+)	hypothetical protein, conserved	LmxM.23:58700..59077(+)	LmxM.23	23
LmxM.23.0223	LmxM.23.0223.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:79,480..79,938(+)	hypothetical protein, conserved	LmxM.23:79480..79938(+)	LmxM.23	23
LmxM.23.0225	LmxM.23.0225.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:80,706..81,386(+)	hypothetical protein, conserved	LmxM.23:80706..81386(+)	LmxM.23	23
LmxM.23.0230	LmxM.23.0230.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:84,239..84,811(+)	hypothetical protein, conserved	LmxM.23:84239..84811(+)	LmxM.23	23
LmxM.23.0240	LmxM.23.0240.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:85,875..86,444(+)	terbinafine resistance locus protein (yip1)	LmxM.23:85875..86444(+)	LmxM.23	23
LmxM.23.0260	LmxM.23.0260.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:93,782..95,041(+)	argininosuccinate synthase, putative	LmxM.23:93782..95041(+)	LmxM.23	23
LmxM.23.0270	LmxM.23.0270.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:98,735..99,601(+)	pteridine reductase 1	LmxM.23:98735..99601(+)	LmxM.23	23
LmxM.23.0280	LmxM.23.0280.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:100,580..103,876(+)	Zinc finger, C3HC4 type (RING finger), putative	LmxM.23:100580..103876(+)	LmxM.23	23
LmxM.23.0290	LmxM.23.0290.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:104,842..105,837(+)	Checkpoint protein HUS1, putative	LmxM.23:104842..105837(+)	LmxM.23	23
LmxM.23.0300	LmxM.23.0300.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:106,811..108,049(+)	tryptophanyl-tRNA synthetase, putative	LmxM.23:106811..108049(+)	LmxM.23	23
LmxM.23.0310	LmxM.23.0310.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:109,337..113,254(+)	hypothetical protein, conserved	LmxM.23:109337..113254(+)	LmxM.23	23
LmxM.23.0320	LmxM.23.0320.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:114,595..115,416(+)	hypothetical protein, conserved	LmxM.23:114595..115416(+)	LmxM.23	23
LmxM.23.0330	LmxM.23.0330.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:116,389..117,051(+)	hypothetical protein, conserved	LmxM.23:116389..117051(+)	LmxM.23	23
LmxM.23.0340	LmxM.23.0340.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:117,836..118,162(+)	(H+)-ATPase G subunit, putative	LmxM.23:117836..118162(+)	LmxM.23	23
LmxM.23.0350	LmxM.23.0350.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:121,300..122,184(+)	hypothetical protein, conserved	LmxM.23:121300..122184(+)	LmxM.23	23
LmxM.23.0355	LmxM.23.0355.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:123,132..124,232(+)	hypothetical protein	LmxM.23:123132..124232(+)	LmxM.23	23
LmxM.23.0370	LmxM.23.0370.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:131,787..132,143(+)	cytochrome c oxidase subunit 10, putative	LmxM.23:131787..132143(+)	LmxM.23	23
LmxM.23.0380	LmxM.23.0380.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:135,200..138,907(+)	ATP-binding cassette protein subfamily G, member 5	LmxM.23:135200..138907(+)	LmxM.23	23
LmxM.23.0390	LmxM.23.0390.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:140,518..146,409(+)	hypothetical protein, conserved	LmxM.23:140518..146409(+)	LmxM.23	23
LmxM.23.0410	LmxM.23.0410.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:148,393..152,283(+)	hypothetical protein, unknown function	LmxM.23:148393..152283(+)	LmxM.23	23
LmxM.23.0420	LmxM.23.0420.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:152,725..153,147(+)	hypothetical protein, unknown function	LmxM.23:152725..153147(+)	LmxM.23	23
LmxM.23.0430	LmxM.23.0430.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:154,415..155,641(+)	aldose 1-epimerase-like protein	LmxM.23:154415..155641(+)	LmxM.23	23
LmxM.23.0440	LmxM.23.0440.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:157,817..158,770(+)	hypothetical protein, conserved	LmxM.23:157817..158770(+)	LmxM.23	23
LmxM.23.0450	LmxM.23.0450.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:160,867..164,181(+)	permease-like protein	LmxM.23:160867..164181(+)	LmxM.23	23
LmxM.23.0460	LmxM.23.0460.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:168,480..169,379(+)	trypanothione synthetase, putative	LmxM.23:168480..169379(+)	LmxM.23	23
LmxM.23.0470	LmxM.23.0470.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:170,092..171,144(+)	hypothetical protein, conserved	LmxM.23:170092..171144(+)	LmxM.23	23
LmxM.23.0480	LmxM.23.0480.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:171,947..176,218(+)	hypothetical protein, conserved	LmxM.23:171947..176218(+)	LmxM.23	23
LmxM.23.0500	LmxM.23.0500.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:181,190..182,044(+)	hypothetical protein, conserved	LmxM.23:181190..182044(+)	LmxM.23	23
LmxM.23.0510	LmxM.23.0510.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:182,758..183,054(+)	hypothetical protein, conserved	LmxM.23:182758..183054(+)	LmxM.23	23
LmxM.23.0520	LmxM.23.0520.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:184,761..185,825(+)	SET domain containing protein, putative	LmxM.23:184761..185825(+)	LmxM.23	23
LmxM.23.0530	LmxM.23.0530.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:187,423..188,280(+)	ribosomal RNA methyltransferase-like protein	LmxM.23:187423..188280(+)	LmxM.23	23
LmxM.23.0540	LmxM.23.0540.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:189,614..191,755(+)	acetyl-CoA synthetase, putative	LmxM.23:189614..191755(+)	LmxM.23	23
LmxM.23.0542	LmxM.23.0542.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:193,212..194,138(+)	hypothetical protein	LmxM.23:193212..194138(+)	LmxM.23	23
LmxM.23.0543	LmxM.23.0543.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:194,999..198,211(+)	5'-3' exoribonuclease C, putative	LmxM.23:194999..198211(+)	LmxM.23	23
LmxM.23.0547	LmxM.23.0547.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:200,785..203,508(+)	hypothetical protein, conserved	LmxM.23:200785..203508(+)	LmxM.23	23
LmxM.23.0550	LmxM.23.0550.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:242,074..245,208(-)	ubiquitin-activating enzyme E1, putative	LmxM.23:242074..245208(-)	LmxM.23	23
LmxM.23.0570	LmxM.23.0570.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:253,059..256,310(-)	MYCBP-associated protein family, putative	LmxM.23:253059..256310(-)	LmxM.23	23
LmxM.23.0580	LmxM.23.0580.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:257,526..260,960(-)	hypothetical protein, conserved	LmxM.23:257526..260960(-)	LmxM.23	23
LmxM.23.0590	LmxM.23.0590.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:262,552..263,781(-)	hypothetical protein, conserved	LmxM.23:262552..263781(-)	LmxM.23	23
LmxM.23.0600	LmxM.23.0600.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:267,403..268,188(-)	hypothetical protein, conserved	LmxM.23:267403..268188(-)	LmxM.23	23
LmxM.23.0610	LmxM.23.0610.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:271,115..273,340(-)	hypothetical protein, conserved	LmxM.23:271115..273340(-)	LmxM.23	23
LmxM.23.0630	LmxM.23.0630.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:291,515..295,114(-)	exocyst complex component Sec10, putative	LmxM.23:291515..295114(-)	LmxM.23	23
LmxM.23.0640	LmxM.23.0640.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:298,595..300,421(-)	hypothetical protein, conserved	LmxM.23:298595..300421(-)	LmxM.23	23
LmxM.23.0660	LmxM.23.0660.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:304,700..307,360(-)	hypothetical protein, unknown function	LmxM.23:304700..307360(-)	LmxM.23	23
LmxM.23.0670	LmxM.23.0670.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:309,084..310,208(-)	oxidoreductase-like protein	LmxM.23:309084..310208(-)	LmxM.23	23
LmxM.23.0680	LmxM.23.0680.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:312,448..314,055(-)	mitochondrial DNA primase, putative	LmxM.23:312448..314055(-)	LmxM.23	23
LmxM.23.0700	LmxM.23.0700.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:320,801..321,142(-)	hypothetical protein, conserved	LmxM.23:320801..321142(-)	LmxM.23	23
LmxM.23.0710	LmxM.23.0710.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:324,907..326,994(-)	acetyl-CoA synthetase, putative	LmxM.23:324907..326994(-)	LmxM.23	23
LmxM.23.0750	LmxM.23.0750.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:361,419..363,893(-)	hypothetical protein, conserved	LmxM.23:361419..363893(-)	LmxM.23	23
LmxM.23.0760	LmxM.23.0760.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:366,491..367,537(-)	mitochondrial RNA binding protein, putative	LmxM.23:366491..367537(-)	LmxM.23	23
LmxM.23.0770	LmxM.23.0770.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:369,881..374,155(-)	hypothetical protein, conserved	LmxM.23:369881..374155(-)	LmxM.23	23
LmxM.23.0780	LmxM.23.0780.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:379,743..382,523(-)	Putative serine esterase (DUF676), putative	LmxM.23:379743..382523(-)	LmxM.23	23
LmxM.23.0800	LmxM.23.0800.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:387,363..388,067(-)	hypothetical protein, conserved	LmxM.23:387363..388067(-)	LmxM.23	23
LmxM.23.0810	LmxM.23.0810.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:389,961..391,520(-)	actin interacting protein-like protein	LmxM.23:389961..391520(-)	LmxM.23	23
LmxM.23.0830	LmxM.23.0830.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:395,299..399,798(-)	Na/H antiporter-like protein	LmxM.23:395299..399798(-)	LmxM.23	23
LmxM.23.0840	LmxM.23.0840.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:408,768..410,351(-)	hypothetical protein, unknown function	LmxM.23:408768..410351(-)	LmxM.23	23
LmxM.23.0845	LmxM.23.0845.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:411,365..414,289(-)	hypothetical protein	LmxM.23:411365..414289(-)	LmxM.23	23
LmxM.23.0850	LmxM.23.0850.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:415,615..417,945(-)	hypothetical protein, conserved	LmxM.23:415615..417945(-)	LmxM.23	23
LmxM.23.0860	LmxM.23.0860.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:419,114..420,136(-)	quinone oxidoreductase-like protein	LmxM.23:419114..420136(-)	LmxM.23	23
LmxM.23.0870	LmxM.23.0870.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_14:3..1,577(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_14:3..1577(-)	1036_mexFOS1_13k16.p1kpIBF_14	Not Assigned
LmxM.23.0880	LmxM.23.0880.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:421,944..423,076(-)	sucrose hydrolase-like protein	LmxM.23:421944..423076(-)	LmxM.23	23
LmxM.23.0880a	LmxM.23.0880a.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_14:4,164..5,624(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_14:4164..5624(-)	1036_mexFOS1_13k16.p1kpIBF_14	Not Assigned
LmxM.23.0900	LmxM.23.0900.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:426,400..435,027(-)	hypothetical protein, conserved	LmxM.23:426400..435027(-)	LmxM.23	23
LmxM.23.0940	LmxM.23.0940.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:441,534..442,007(-)	hypothetical protein, conserved	LmxM.23:441534..442007(-)	LmxM.23	23
LmxM.23.0950	LmxM.23.0950.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:442,747..444,444(-)	metallo-peptidase, Clan MF, Family M17	LmxM.23:442747..444444(-)	LmxM.23	23
LmxM.23.0960	LmxM.23.0960.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:446,087..448,183(-)	hypothetical protein, conserved	LmxM.23:446087..448183(-)	LmxM.23	23
LmxM.23.0970	LmxM.23.0970.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:450,533..451,699(-)	hypothetical protein, conserved	LmxM.23:450533..451699(-)	LmxM.23	23
LmxM.23.0980	LmxM.23.0980.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:454,078..454,989(-)	hypothetical protein, unknown function	LmxM.23:454078..454989(-)	LmxM.23	23
LmxM.23.0990	LmxM.23.0990.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:456,779..459,004(-)	hypothetical protein, conserved	LmxM.23:456779..459004(-)	LmxM.23	23
LmxM.23.1000	LmxM.23.1000.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:461,328..462,026(-)	hypothetical protein, unknown function	LmxM.23:461328..462026(-)	LmxM.23	23
LmxM.23.1010	LmxM.23.1010.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:464,612..467,884(-)	hypothetical protein, conserved	LmxM.23:464612..467884(-)	LmxM.23	23
LmxM.23.1020	LmxM.23.1020.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:474,162..474,515(-)	hypothetical protein, unknown function	LmxM.23:474162..474515(-)	LmxM.23	23
LmxM.23.1025	LmxM.23.1025.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:486,853..488,526(-)	hypothetical protein, conserved	LmxM.23:486853..488526(-)	LmxM.23	23
LmxM.23.1035	LmxM.23.1035.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:489,809..491,899(-)	hypothetical protein, unknown function	LmxM.23:489809..491899(-)	LmxM.23	23
LmxM.23.1040	LmxM.23.1040.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:477,419..477,628(-)	hydrophilic acylated surface protein a	LmxM.23:477419..477628(-)	LmxM.23	23
LmxM.23.1045	LmxM.23.1045.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:492,529..493,878(-)	5-formyltetrahydrofolate cyclo-ligase family, putative	LmxM.23:492529..493878(-)	LmxM.23	23
LmxM.23.1050	LmxM.23.1050.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:479,336..479,509(-)	small hydrophilic endoplasmic reticulum-associated protein (sherp)	LmxM.23:479336..479509(-)	LmxM.23	23
LmxM.23.1060	LmxM.23.1060.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:481,116..481,733(-)	hydrophilic surface protein	LmxM.23:481116..481733(-)	LmxM.23	23
LmxM.23.1061	LmxM.23.1061.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:483,441..483,614(-)	small hydrophilic endoplasmic reticulum-associated protein (sherp)	LmxM.23:483441..483614(-)	LmxM.23	23
LmxM.23.1062	LmxM.23.1062.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:485,071..485,373(-)	hydrophilic surface protein 2	LmxM.23:485071..485373(-)	LmxM.23	23
LmxM.23.1065	LmxM.23.1065.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:496,506..498,125(-)	hypothetical protein, conserved	LmxM.23:496506..498125(-)	LmxM.23	23
LmxM.23.1090	LmxM.23.1090.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:498,715..500,733(-)	Probable methyltransferase BTM2 homolog	LmxM.23:498715..500733(-)	LmxM.23	23
LmxM.23.1100	LmxM.23.1100.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:502,224..503,687(-)	Leucine Rich repeats (2 copies), putative	LmxM.23:502224..503687(-)	LmxM.23	23
LmxM.23.1110	LmxM.23.1110.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:507,639..509,732(-)	hypothetical protein, unknown function	LmxM.23:507639..509732(-)	LmxM.23	23
LmxM.23.1120	LmxM.23.1120.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:515,023..516,993(-)	hypothetical protein, unknown function	LmxM.23:515023..516993(-)	LmxM.23	23
LmxM.23.1130	LmxM.23.1130.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:518,884..520,215(-)	hypothetical protein, conserved	LmxM.23:518884..520215(-)	LmxM.23	23
LmxM.23.1140	LmxM.23.1140.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:521,869..525,897(-)	hypothetical protein, conserved	LmxM.23:521869..525897(-)	LmxM.23	23
LmxM.23.1150	LmxM.23.1150.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:528,270..530,156(-)	hypothetical protein, conserved	LmxM.23:528270..530156(-)	LmxM.23	23
LmxM.23.1155	LmxM.23.1155.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:530,568..531,968(-)	hypothetical protein, unknown function	LmxM.23:530568..531968(-)	LmxM.23	23
LmxM.23.1160	LmxM.23.1160.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:536,618..536,989(+)	hypothetical protein, conserved	LmxM.23:536618..536989(+)	LmxM.23	23
LmxM.23.1180	LmxM.23.1180.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:541,443..541,868(+)	Uncharacterised protein family UPF0546, putative	LmxM.23:541443..541868(+)	LmxM.23	23
LmxM.23.1190	LmxM.23.1190.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:540,027..541,082(+)	hypothetical protein, conserved	LmxM.23:540027..541082(+)	LmxM.23	23
LmxM.23.1200	LmxM.23.1200.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:545,966..547,435(+)	S-adenosyl-methyltransferase mraW-like protein	LmxM.23:545966..547435(+)	LmxM.23	23
LmxM.23.1230	LmxM.23.1230.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:554,746..554,979(+)	hypothetical protein, conserved	LmxM.23:554746..554979(+)	LmxM.23	23
LmxM.23.1240	LmxM.23.1240.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:556,112..558,235(+)	hypothetical protein, conserved	LmxM.23:556112..558235(+)	LmxM.23	23
